"value","quantile","type","forecast_date","target","target_end_date","location"
0.3375,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
0.7875,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.0875,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.5125,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.9625,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.4125,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.8625,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,NA,"point",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.075,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.4875,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.9125,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.0375,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.4125,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.8625,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.6375,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.9875,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.76375,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,NA,"point",2022-01-24,"2 week ahead","2022-02-06","28"
0,0.01,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
0,0.025,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
0,0.05,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
0.2375,0.1,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
0.6875,0.15,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.1375,0.2,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.5875,0.25,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
1.9625,0.3,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,0.35,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.025,0.4,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.33125,0.45,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.5,0.5,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.66875,0.55,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2.975,0.6,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.65,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.7,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.75,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3,0.8,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
3.625,0.85,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
4.525,0.9,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.2125,0.95,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.6625,0.975,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
5.92125,0.99,"quantile",2022-01-24,"2 week ahead","2022-02-06","28"
2,NA,"point",2022-01-24,"2 week ahead","2022-02-06","28"
0.07875,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
0.3375,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
0.7875,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.2375,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.6875,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.075,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.4875,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.9125,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.0375,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.4125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.8625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.625,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.525,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,NA,"point",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.1375,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.5875,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.9625,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.175,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.025,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.85,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6.3125,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6.7625,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
7,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
7,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
7,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,NA,"point",2022-01-24,"3 week ahead","2022-02-13","28"
3.07875,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.3375,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.7875,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.075,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.4875,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.9125,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.0375,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.4125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.8625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6.625,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
7.525,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
9.4875,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
12.6375,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
14.44875,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,NA,"point",2022-01-24,"3 week ahead","2022-02-13","28"
0.1575,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
0.675,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.575,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.1375,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.5875,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.9625,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.0375,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.4125,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.8625,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.85,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6.65,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
7.685,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,NA,"point",2022-01-24,"3 week ahead","2022-02-13","28"
0.07875,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
0.3375,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
0.7875,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.2375,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.6875,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.1375,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.5875,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.9625,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.175,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.025,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.85,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.3125,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.7625,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,NA,"point",2022-01-24,"3 week ahead","2022-02-13","28"
1.07875,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.3375,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.7875,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.075,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.4875,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.9125,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.3125,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.7625,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.6375,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.9875,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
6.76375,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,NA,"point",2022-01-24,"3 week ahead","2022-02-13","28"
1.07875,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.3375,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
1.7875,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.2375,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
2.6875,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.3125,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3.7625,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
4.425,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.325,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
5.8425,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","28"
3,NA,"point",2022-01-24,"3 week ahead","2022-02-13","28"
1,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1.075,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1.4875,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1.9125,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.0875,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.5125,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.9625,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3.4125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3.8625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","28"
0.1575,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
0.675,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1.575,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.1375,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.5875,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.9625,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3.625,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4.525,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
5.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
5.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
5.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,NA,"point",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.025,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.33125,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.5,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.66875,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.975,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3.0375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3.4125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
3.8625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
4.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,NA,"point",2022-01-24,"4 week ahead","2022-02-20","28"
1.07875,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1.3375,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
1.7875,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.075,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
2.4875,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","28"
